timestamp,strategy,reason,fill_side,quantity,price,trade_price,trade_size,trade_side,inventory_after,cash_after,transaction_hash
2026-06-07T04:56:43.591000Z,buy_hold_first_ask,first_valid_ask,BUY,10.0,0.22,,,,10.0,-2.2,
