,strategy_0,strategy_1,strategy_2,strategy_3,strategy_4,strategy_5,strategy_6,strategy_7,strategy_8,strategy_9,strategy_10,strategy_11,strategy_12,strategy_13,strategy_14,strategy_15,strategy_16,strategy_17,strategy_18,strategy_19,strategy_20,strategy_21,strategy_22,strategy_23,strategy_24,strategy_25,strategy_26,strategy_27,strategy_28,strategy_29
2022-01-11,0.009376078231095767,-0.0006021933043714829,-0.0006021933043714829,-0.0006021933043714829,-0.0006021933043714829,-0.0006021933043714829,-0.0006021933043714829,-0.02910182316725048,-0.02910182316725048,0.009376078231095767,-0.0006021933043714829,-0.0006021933043714829,-0.02910182316725048,-0.02910182316725048,-0.02910182316725048,-0.02910182316725048,-0.02910182316725048,0.009376078231095767,-0.02910182316725048,-0.02910182316725048,-0.02910182316725048,-0.02910182316725048,-0.02910182316725048,-0.02910182316725048,0.009376078231095767,-0.02910182316725048,-0.02910182316725048,-0.02910182316725048,-0.02910182316725048,-0.02910182316725048
2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0057727756433586935,-0.0057727756433586935,-0.0057727756433586935,0.0,-0.0057727756433586935,-0.0057727756433586935,-0.0057727756433586935,-0.0057727756433586935,-0.0057727756433586935
2022-01-13,0.027007444935270214,0.029792674575952208,0.029792674575952208,0.029792674575952208,0.010586486084350956,0.010586486084350956,0.010586486084350956,0.008907454965882695,0.008907454965882695,0.027007444935270214,0.010586486084350956,0.010586486084350956,0.008907454965882695,0.008907454965882695,0.008907454965882695,0.008907454965882695,0.008907454965882695,0.027007444935270214,0.008907454965882695,0.008907454965882695,0.008907454965882695,-0.021868509257429312,-0.021868509257429312,-0.021868509257429312,0.027007444935270214,-0.021868509257429312,-0.021868509257429312,-0.021868509257429312,-0.021868509257429312,-0.021868509257429312
2022-01-14,-0.00726651469953673,0.0166267858885573,0.0166267858885573,0.0166267858885573,-0.015283114608380163,-0.015283114608380163,-0.015283114608380163,-0.028196752739071518,-0.028196752739071518,-0.00726651469953673,-0.015283114608380163,-0.030738123912756973,-0.030738123912756973,-0.030738123912756973,-0.030738123912756973,-0.045622923013627935,-0.045622923013627935,-0.00726651469953673,-0.030738123912756973,-0.030738123912756973,-0.045622923013627935,-0.045622923013627935,-0.045622923013627935,-0.045622923013627935,-0.00726651469953673,-0.045622923013627935,-0.045622923013627935,-0.045622923013627935,-0.045622923013627935,-0.045622923013627935
2022-01-15,0.023692491578703546,-0.012697211070453818,-0.012697211070453818,-0.012697211070453818,-0.00901512986872285,-0.00901512986872285,-0.00901512986872285,-0.018222185398861133,-0.018222185398861133,0.023692491578703546,-0.00901512986872285,-0.03569766198167036,-0.03569766198167036,-0.04397860481545797,-0.04397860481545797,0.0,0.0,0.023692491578703546,-0.04397860481545797,-0.04397860481545797,0.0,0.0,0.0,0.0,0.023692491578703546,0.0,0.0,0.0,0.0,0.0
2022-01-16,-0.010062235581771592,-0.03790644770824092,-0.03790644770824092,-0.03790644770824092,-0.050547236972414984,-0.050547236972414984,-0.022927673507826287,-0.022927673507826287,-0.022927673507826287,-0.010062235581771592,-0.022927673507826287,-0.013472521487490148,-0.013472521487490148,-0.013472521487490148,-0.013472521487490148,-0.04098912499117459,-0.04098912499117459,-0.010062235581771592,-0.013472521487490148,-0.013472521487490148,-0.04098912499117459,-0.04098912499117459,-0.04098912499117459,-0.04098912499117459,-0.010062235581771592,-0.04098912499117459,-0.04098912499117459,-0.04098912499117459,-0.04098912499117459,-0.04098912499117459
2022-01-17,-0.03327180140639319,0.015209898205301435,0.015209898205301435,0.0017539465539900545,0.0017539465539900545,0.0017539465539900545,0.022120138888888807,0.022120138888888807,0.022120138888888807,-0.03327180140639319,0.022120138888888807,0.022120138888888807,0.022120138888888807,0.022120138888888807,0.022120138888888807,0.022120138888888807,0.022120138888888807,-0.03327180140639319,0.022120138888888807,0.022120138888888807,0.022120138888888807,0.022120138888888807,0.022120138888888807,0.022120138888888807,-0.03327180140639319,0.022120138888888807,0.022120138888888807,0.022120138888888807,0.022120138888888807,0.022120138888888807
2022-01-18,-0.01210364860409252,0.0052072647137049,0.0052072647137049,0.0052072647137049,0.0052072647137049,0.0052072647137049,0.008410481051700273,0.008410481051700273,0.008410481051700273,-0.01210364860409252,0.008410481051700273,0.008410481051700273,0.008410481051700273,0.008410481051700273,0.008410481051700273,0.008410481051700273,0.008410481051700273,-0.01210364860409252,0.008410481051700273,0.008410481051700273,0.008410481051700273,0.008410481051700273,0.008410481051700273,0.008410481051700273,-0.01210364860409252,0.008410481051700273,0.008410481051700273,0.008410481051700273,0.008410481051700273,-0.002009762357555383
2022-01-19,0.005843638798498113,0.015643382347271667,0.008710299945003787,0.008710299945003787,0.008710299945003787,0.008710299945003787,-0.012925444875035922,-0.012925444875035922,-0.02994731715743346,0.005843638798498113,0.00795528165330087,0.00795528165330087,-0.012925444875035922,-0.012925444875035922,-0.02994731715743346,-0.02994731715743346,-0.02994731715743346,0.005843638798498113,-0.012925444875035922,-0.02994731715743346,-0.02994731715743346,-0.02994731715743346,-0.049360663284496585,-0.049360663284496585,0.005843638798498113,-0.02994731715743346,-0.049360663284496585,-0.049360663284496585,-0.049360663284496585,-0.061878177999209506
2022-01-20,-0.010073638797146726,0.009703715174573262,0.00793902130447123,0.00793902130447123,0.00793902130447123,0.00793902130447123,0.009040081423791653,-0.0016947210628511702,-0.0016947210628511702,-0.010073638797146726,0.00793902130447123,0.00793902130447123,0.009040081423791653,-0.0016947210628511702,-0.0016947210628511702,-0.0016947210628511702,-0.0016947210628511702,-0.010073638797146726,0.009040081423791653,-0.0016947210628511702,-0.0016947210628511702,-0.0016947210628511702,0.012396023446207084,0.012396023446207084,-0.010073638797146726,-0.0016947210628511702,-0.0037690204547683147,0.012396023446207084,0.012396023446207084,0.012396023446207084
2022-01-21,-0.16075692998530075,0.1505093414882343,0.14753361288901296,0.14753361288901296,0.14753361288901296,0.14753361288901296,0.14753361288901296,0.1358719614309264,0.1358719614309264,-0.16075692998530075,0.14753361288901296,0.14753361288901296,0.14753361288901296,0.1358719614309264,0.1358719614309264,0.1358719614309264,0.1358719614309264,-0.16075692998530075,0.14753361288901296,0.1358719614309264,0.1358719614309264,0.1358719614309264,0.1358719614309264,0.1358719614309264,-0.16075692998530075,0.1358719614309264,0.13674781668283306,0.1358719614309264,0.1358719614309264,0.1358719614309264
2022-01-22,-0.04185005279119564,-0.006648779079294097,-0.006648779079294097,-0.006648779079294097,-0.006648779079294097,-0.006648779079294097,-0.006648779079294097,-0.006648779079294097,-0.006648779079294097,-0.04185005279119564,-0.006648779079294097,-0.006648779079294097,-0.006648779079294097,-0.006648779079294097,-0.006648779079294097,-0.006648779079294097,0.03713390793668976,-0.04185005279119564,-0.006648779079294097,-0.006648779079294097,-0.006648779079294097,-0.006648779079294097,0.03713390793668976,0.03713390793668976,-0.04185005279119564,-0.006648779079294097,0.03713390793668976,0.03713390793668976,0.03713390793668976,0.03713390793668976
2022-01-23,0.010236785296228046,-0.02508802442441955,-0.02508802442441955,-0.02508802442441955,-0.05116632047325906,-0.05116632047325906,-0.05116632047325906,-0.05116632047325906,-0.05116632047325906,0.010236785296228046,-0.05116632047325906,-0.05116632047325906,-0.05116632047325906,-0.05116632047325906,-0.05116632047325906,-0.05116632047325906,-0.05116632047325906,0.010236785296228046,-0.05116632047325906,-0.05116632047325906,-0.05116632047325906,-0.05116632047325906,-0.0706574504784713,-0.0706574504784713,0.010236785296228046,-0.05116632047325906,-0.0706574504784713,-0.0706574504784713,-0.0706574504784713,-0.0706574504784713
2022-01-24,-0.047935527985346046,-0.01644455088846957,-0.001969591832256548,-0.001969591832256548,-0.001969591832256548,-0.001969591832256548,-0.001969591832256548,-0.001969591832256548,-0.001969591832256548,-0.047935527985346046,-0.001969591832256548,-0.001969591832256548,-0.001969591832256548,-0.001969591832256548,-0.001969591832256548,-0.001969591832256548,-0.001969591832256548,-0.047935527985346046,-0.001969591832256548,-0.001969591832256548,-0.001969591832256548,-0.016395025727247558,-0.016395025727247558,-0.016395025727247558,-0.047935527985346046,-0.016395025727247558,-0.016395025727247558,-0.016395025727247558,-0.016395025727247558,-0.016395025727247558
2022-01-25,0.09733645565861083,0.04828177930781667,0.051822209582152154,0.051822209582152154,0.03514805133679374,0.017919904787122177,0.017919904787122177,0.017919904787122177,0.017919904787122177,0.09733645565861083,0.03514805133679374,0.03514805133679374,0.017919904787122177,0.017919904787122177,0.017919904787122177,0.017919904787122177,0.017919904787122177,0.09733645565861083,0.017919904787122177,0.017919904787122177,0.017919904787122177,0.017919904787122177,0.017919904787122177,0.017919904787122177,0.09733645565861083,0.017919904787122177,0.017919904787122177,0.017919904787122177,0.017919904787122177,0.013754443720024809
2022-01-26,0.023935056585622623,-0.04962820817617334,-0.07787181625927678,-0.07787181625927678,-0.07787181625927678,-0.07787181625927678,-0.07787181625927678,-0.010849397284765246,-0.010849397284765246,0.023935056585622623,-0.029993769621857944,-0.029993769621857944,-0.010849397284765246,-0.010849397284765246,-0.010849397284765246,-0.010849397284765246,-0.010849397284765246,0.023935056585622623,-0.010849397284765246,-0.010849397284765246,-0.010849397284765246,-0.010849397284765246,-0.010849397284765246,-0.010849397284765246,0.023935056585622623,-0.010849397284765246,-0.010849397284765246,-0.010849397284765246,0.023935056585622623,0.023935056585622623
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04333274060305424,0.04333274060305424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-28,0.0,-0.06262241735847707,-0.06839663180333033,-0.03859861513129326,-0.03859861513129326,-0.05571851715879816,-0.05571851715879816,-0.05104335046695417,-0.05104335046695417,0.0,-0.013238064329516637,-0.013238064329516637,-0.05104335046695417,-0.05104335046695417,-0.05104335046695417,-0.05104335046695417,-0.05104335046695417,0.0,-0.05104335046695417,-0.05104335046695417,-0.05104335046695417,-0.05104335046695417,-0.05104335046695417,-0.05104335046695417,0.0,-0.05104335046695417,-0.05104335046695417,-0.05104335046695417,-0.05104335046695417,-0.07251728849830133
2022-01-29,0.0,-0.036239596014754176,0.007074461887074365,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.0,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.0,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.0,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.017293564896489876,0.017293564896489876
2022-01-30,0.0,-0.0505794391608234,-0.04068169167730981,-0.03610182231794678,-0.044472586900481226,-0.044472586900481226,-0.023266435628068932,-0.023266435628068932,-0.02065666047985802,0.0,-0.044472586900481226,-0.023266435628068932,-0.023266435628068932,-0.023266435628068932,-0.02065666047985802,-0.02065666047985802,-0.02065666047985802,0.0,-0.03175162195886667,-0.005877569851126876,-0.005877569851126876,-0.005877569851126876,-0.005877569851126876,-0.0057939741860729334,0.0,-0.005877569851126876,-0.005877569851126876,-0.0057939741860729334,-0.0057939741860729334,-0.0057939741860729334
2022-01-31,0.00038298722332463135,-0.02778947566760656,-0.016065127908252548,-0.016065127908252548,-0.016065127908252548,-0.016065127908252548,-0.01318813745675728,-0.01318813745675728,-0.01318813745675728,0.00038298722332463135,-0.016065127908252548,-0.01318813745675728,-0.01318813745675728,-0.027308323023854966,-0.027308323023854966,-0.027308323023854966,0.022134291632715908,0.00038298722332463135,-0.027308323023854966,-0.027308323023854966,0.009317194974127677,0.009317194974127677,0.009317194974127677,0.009317194974127677,0.00038298722332463135,0.009317194974127677,0.009317194974127677,0.009317194974127677,0.009317194974127677,0.009317194974127677
2022-02-01,0.03484665738524134,-0.07193728736209813,-0.0789610019409074,-0.0789610019409074,-0.0789610019409074,-0.06884786114401173,-0.06884786114401173,-0.06884786114401173,-0.05631116188938101,0.03484665738524134,-0.06884786114401173,-0.06884786114401173,-0.06884786114401173,-0.02506494807793886,-0.02506494807793886,-0.02506494807793886,-0.03121557857912481,0.03484665738524134,-0.03913271541695749,-0.03913271541695749,-0.027420166130445862,0.0050516577194480335,0.0050516577194480335,0.0050516577194480335,0.03484665738524134,-0.027420166130445862,0.0050516577194480335,0.0050516577194480335,0.0050516577194480335,0.039441164623710494
2022-02-02,-0.04137190557232044,-0.019712733851105228,-0.019712733851105228,-0.019712733851105228,-0.0015559155149799005,-0.0015559155149799005,-0.0015559155149799005,-0.0015559155149799005,-0.0015559155149799005,-0.04137190557232044,-0.019712733851105228,-0.0015559155149799005,-0.0015559155149799005,-0.0015559155149799005,-0.0015559155149799005,-0.0015559155149799005,0.007227063664124143,-0.04137190557232044,-0.0015559155149799005,-0.0015559155149799005,0.007227063664124143,0.007227063664124143,0.007227063664124143,0.007227063664124143,-0.04137190557232044,0.007227063664124143,0.007227063664124143,0.007227063664124143,0.007227063664124143,0.009639579540434817
2022-02-03,-0.003183669315220473,-0.03834194481228713,-0.03834194481228713,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.003183669315220473,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.003183669315220473,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.003183669315220473,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949,-0.05085842262486949
2022-02-04,0.08063666985024481,-0.0024298246608600825,-0.0024298246608600825,-0.0024298246608600825,-0.0024298246608600825,-0.0024298246608600825,-0.0024298246608600825,0.05812018430186781,0.05812018430186781,0.08063666985024481,-0.0024298246608600825,-0.0024298246608600825,-0.0024298246608600825,0.05812018430186781,0.05812018430186781,0.05812018430186781,0.05812018430186781,0.08063666985024481,-0.0024298246608600825,0.05812018430186781,0.05812018430186781,0.05812018430186781,0.05812018430186781,0.05812018430186781,0.08063666985024481,0.05812018430186781,0.05812018430186781,0.05812018430186781,0.05812018430186781,0.05812018430186781
2022-02-05,0.0,0.059281319698972615,0.059281319698972615,0.059281319698972615,0.059281319698972615,0.059281319698972615,0.059281319698972615,0.0,0.0,0.0,0.059281319698972615,0.059281319698972615,0.059281319698972615,0.0,0.0,0.0,0.0,0.0,0.059281319698972615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-06,0.0,-0.053698961218720136,-0.053698961218720136,-0.053698961218720136,-0.053698961218720136,-0.053698961218720136,-0.053698961218720136,0.0,0.0,0.0,-0.053698961218720136,-0.053698961218720136,-0.053698961218720136,0.0,0.0,0.0,0.0,0.0,-0.053698961218720136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-07,0.0,0.006524821002386621,0.006524821002386621,0.006524821002386621,0.006524821002386621,0.006524821002386621,0.006524821002386621,0.0,0.0,0.0,0.006524821002386621,0.006524821002386621,0.006524821002386621,0.0,0.0,0.0,0.0,0.0,0.006524821002386621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-08,0.08814786981771573,0.030174425292589277,0.01669064264445315,0.06584505807403425,0.036414199236358955,0.036414199236358955,0.036414199236358955,0.10086264172567466,0.10086264172567466,0.08814786981771573,0.036414199236358955,0.036414199236358955,0.036414199236358955,0.10086264172567466,0.10086264172567466,0.10086264172567466,0.07359907816017126,0.08814786981771573,0.036414199236358955,0.10086264172567466,0.07359907816017126,0.07359907816017126,0.07359907816017126,0.07359907816017126,0.08814786981771573,0.07359907816017126,0.07359907816017126,0.07359907816017126,0.07359907816017126,0.07359907816017126
2022-02-09,0.014035379428689114,-0.044823006129739676,-0.020277156550419936,-0.02238661276263194,-0.029518259325438313,-0.016432707258484145,-0.016432707258484145,-0.031065188538879622,-0.031065188538879622,0.014035379428689114,-0.029518259325438313,-0.016432707258484145,-0.016432707258484145,-0.031065188538879622,-0.031065188538879622,-0.04464312344070398,-0.04464312344070398,0.014035379428689114,-0.016432707258484145,-0.01205102830738612,-0.01205102830738612,-0.04464312344070398,-0.04464312344070398,-0.04464312344070398,0.014035379428689114,-0.04464312344070398,-0.04464312344070398,-0.04464312344070398,-0.04464312344070398,-0.04464312344070398
2022-02-10,-0.0115865176554437,-0.02555860292820562,-0.0027635533905206768,-0.05322521424719764,-0.0596598438460223,-0.05432267303670396,-0.05432267303670396,-0.05432267303670396,-0.05432267303670396,-0.0115865176554437,-0.0596598438460223,-0.05432267303670396,-0.05432267303670396,-0.05432267303670396,-0.07006323456225422,-0.08247814824549649,-0.08247814824549649,-0.0115865176554437,-0.05432267303670396,-0.05432267303670396,-0.08247814824549649,-0.08247814824549649,-0.08247814824549649,-0.08247814824549649,-0.0115865176554437,-0.08247814824549649,-0.08247814824549649,-0.020249277290845746,-0.020249277290845746,-0.020249277290845746
2022-02-11,-0.026995260572779393,0.032953748235464236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026995260572779393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026995260572779393,0.0,0.0,0.0,0.0,0.0,0.0,-0.026995260572779393,0.0,0.0,-0.003687480252970946,-0.003687480252970946,-0.003687480252970946
2022-02-12,-0.007626256069549736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007626256069549736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007626256069549736,0.0,0.0,0.0,0.0,0.0,0.0,-0.007626256069549736,0.0,0.0,-0.030332843950903316,-0.030332843950903316,-0.030332843950903316
2022-02-13,-0.001348162816356182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001348162816356182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001348162816356182,0.0,0.0,0.0,0.0,0.0,0.0,-0.001348162816356182,0.0,0.0,-0.0021367592696443375,-0.0021367592696443375,-0.0021367592696443375
2022-02-14,-0.014327753943426152,-0.008906845689603591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014327753943426152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014327753943426152,0.0,0.0,0.0,0.0,0.0,0.0,-0.014327753943426152,0.0,0.0,-0.02815817464428596,-0.02815817464428596,-0.02815817464428596
2022-02-15,0.0,-0.013437466389687684,0.06795591824747074,0.06795591824747074,0.06795591824747074,0.06795591824747074,0.06795591824747074,0.06795591824747074,0.06795591824747074,0.0,0.06795591824747074,0.06795591824747074,0.06795591824747074,0.06795591824747074,0.06795591824747074,0.06795591824747074,0.07297658959464258,0.0,0.06795591824747074,0.06795591824747074,0.06795591824747074,0.07297658959464258,0.07297658959464258,0.07297658959464258,0.0,0.06510491373149756,0.07297658959464258,0.023220611702106972,0.023220611702106972,0.023220611702106972
2022-02-16,0.046977736408047366,0.0026689134716452794,0.0011101520280411817,0.0011101520280411817,-0.012137965713176688,-0.012137965713176688,-0.012137965713176688,-0.012137965713176688,-0.012137965713176688,0.046977736408047366,0.0011101520280411817,-0.012137965713176688,-0.012137965713176688,-0.012137965713176688,-0.009426607122355341,-0.009426607122355341,-0.005026440172808346,0.046977736408047366,-0.012137965713176688,-0.009426607122355341,-0.009426607122355341,-0.005026440172808346,-0.005026440172808346,-0.005026440172808346,0.046977736408047366,-0.02581187755230037,-0.005026440172808346,-0.005026440172808346,-0.005026440172808346,-0.005026440172808346
2022-02-17,-0.08217142228552787,0.06274043127977436,0.07174616842172751,0.07174616842172751,0.0695102391131578,0.0695102391131578,0.06972645217638603,0.06972645217638603,0.06972645217638603,-0.08217142228552787,0.07174616842172751,0.0695102391131578,0.06972645217638603,0.06972645217638603,0.043201733276881246,0.043201733276881246,0.043201733276881246,-0.08217142228552787,0.06972645217638603,0.043201733276881246,0.043201733276881246,0.043201733276881246,0.043201733276881246,0.043201733276881246,-0.08217142228552787,0.043201733276881246,0.043201733276881246,0.043201733276881246,0.043201733276881246,0.043201733276881246
2022-02-18,-0.010523177682994675,1.970574397811949e-05,-0.0010618902138562765,-0.0010618902138562765,-0.0010618902138562765,-0.0010618902138562765,-0.0010618902138562765,-0.0010618902138562765,-0.0010618902138562765,-0.010523177682994675,-0.0010618902138562765,-0.0010618902138562765,-0.0010618902138562765,-0.0010618902138562765,0.043477691734874,0.043477691734874,0.043477691734874,-0.010523177682994675,-0.0010618902138562765,0.043477691734874,0.043477691734874,0.043477691734874,0.043477691734874,0.043477691734874,-0.010523177682994675,0.043477691734874,0.043477691734874,0.043477691734874,0.043477691734874,0.043477691734874
2022-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-20,-0.05299104151779235,0.026816462711809166,0.026816462711809166,0.026816462711809166,0.026816462711809166,0.026816462711809166,0.026816462711809166,0.026816462711809166,0.026816462711809166,-0.05299104151779235,0.026816462711809166,0.026816462711809166,0.026816462711809166,0.026816462711809166,0.0,0.0,0.0,-0.05299104151779235,0.026816462711809166,0.0,0.0,0.0,0.0,0.0,-0.05299104151779235,0.0,0.0,0.0,0.0,0.0
