timestamp,best_bid,best_ask,mid,spread,inventory,cash,mtm_equity
2026-06-07 04:55:00+00:00,0.13,0.26,0.195,0.13,0.0,0.0,0.0
2026-06-07 05:00:00+00:00,0.13,0.25,0.19,0.12,0.0,0.0,0.0
2026-06-07 05:05:00+00:00,0.13,0.21,0.16999999999999998,0.07999999999999999,0.0,0.0,0.0
2026-06-07 05:10:00+00:00,0.15,0.22,0.185,0.07,0.0,0.0,0.0
2026-06-07 05:15:00+00:00,0.12,0.17,0.14500000000000002,0.05000000000000002,-7.857141,1.0999997400000001,-0.03928570500000017
2026-06-07 05:20:00+00:00,0.12,0.17,0.14500000000000002,0.05000000000000002,-7.857141,1.0999997400000001,-0.03928570500000017
2026-06-07 05:25:00+00:00,0.14,0.17,0.15500000000000003,0.03,-13.857141,2.11999974,-0.027857115000000654
2026-06-07 05:30:00+00:00,0.15,0.17,0.16,0.020000000000000018,-13.857141,2.11999974,-0.09714282000000019
2026-06-07 05:35:00+00:00,0.16,0.17,0.165,0.010000000000000009,-13.857141,2.11999974,-0.16642852500000016
2026-06-07 05:40:00+00:00,0.16,0.17,0.165,0.010000000000000009,-13.857141,2.11999974,-0.16642852500000016
2026-06-07 05:45:00+00:00,0.15,0.17,0.16,0.020000000000000018,-13.857141,2.11999974,-0.09714282000000019
2026-06-07 05:50:00+00:00,0.2,0.26,0.23,0.06,-23.247141,3.71629974,-1.6305426899999995
2026-06-07 05:55:00+00:00,0.2,0.28,0.24000000000000002,0.08000000000000002,-23.247141,3.71629974,-1.8630141
2026-06-07 06:00:00+00:00,0.21,0.27,0.24,0.060000000000000026,-23.247141,3.71629974,-1.8630140999999991
2026-06-07 06:05:00+00:00,0.22,0.28,0.25,0.060000000000000026,-23.247141,3.71629974,-2.0954855099999996
2026-06-07 06:10:00+00:00,0.24,0.29,0.265,0.04999999999999999,-23.247141,3.71629974,-2.4441926250000003
2026-06-07 06:15:00+00:00,0.25,0.3,0.275,0.04999999999999999,-23.247141,3.71629974,-2.676664035
2026-06-07 06:20:00+00:00,0.25,0.3,0.275,0.04999999999999999,-23.247141,3.71629974,-2.676664035
2026-06-07 06:25:00+00:00,0.26,0.3,0.28,0.03999999999999998,-23.247141,3.71629974,-2.79289974
2026-06-07 06:30:00+00:00,0.26,0.31,0.28500000000000003,0.04999999999999999,-23.247141,3.71629974,-2.9091354450000004
2026-06-07 06:35:00+00:00,0.27,0.31,0.29000000000000004,0.03999999999999998,-23.247141,3.71629974,-3.0253711500000007
2026-06-07 06:40:00+00:00,0.26,0.3,0.28,0.03999999999999998,-23.247141,3.71629974,-2.79289974
2026-06-07 06:45:00+00:00,0.28,0.31,0.29500000000000004,0.02999999999999997,-23.247141,3.71629974,-3.141606855000001
2026-06-07 06:50:00+00:00,0.26,0.31,0.28500000000000003,0.04999999999999999,-23.247141,3.71629974,-2.9091354450000004
2026-06-07 06:55:00+00:00,0.26,0.3,0.28,0.03999999999999998,-33.247141,6.81629974,-2.4928997400000004
2026-06-07 07:00:00+00:00,0.3,0.31,0.305,0.010000000000000009,-23.247141,4.21629974,-2.8740782649999996
2026-06-07 07:05:00+00:00,0.27,0.31,0.29000000000000004,0.03999999999999998,-23.247141,4.21629974,-2.5253711500000007
2026-06-07 07:10:00+00:00,0.3,0.31,0.305,0.010000000000000009,-13.247141,1.2162997400000002,-2.824078265
2026-06-07 07:15:00+00:00,0.3,0.31,0.305,0.010000000000000009,-8.247141,-0.2837002599999998,-2.7990782649999995
2026-06-07 07:20:00+00:00,0.3,0.31,0.305,0.010000000000000009,-8.247141,-0.2837002599999998,-2.7990782649999995
2026-06-07 07:25:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 07:30:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 07:35:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 07:40:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 07:45:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 07:50:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 07:55:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 08:00:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 08:05:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 08:10:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 08:15:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 08:20:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 08:25:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 08:30:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 08:35:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 08:40:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 08:45:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 08:50:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 08:55:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 09:00:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 09:05:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 09:10:00+00:00,0.3,0.32,0.31,0.020000000000000018,-8.247141,-0.2837002599999998,-2.8403139699999995
2026-06-07 09:15:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 09:20:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 09:25:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 09:30:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 09:35:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 09:40:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 09:45:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 09:50:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 09:55:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 10:00:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 10:05:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 10:10:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 10:15:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 10:20:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 10:25:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 10:30:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 10:35:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 10:40:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 10:45:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 10:50:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 10:55:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 11:00:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 11:05:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 11:10:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 11:15:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 11:20:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 11:25:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 11:30:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 11:35:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 11:40:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 11:45:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 11:50:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 11:55:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 12:00:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 12:05:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 12:10:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 12:15:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 12:20:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 12:25:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 12:30:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 12:35:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 12:40:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 12:45:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 12:50:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 12:55:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 13:00:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 13:05:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 13:10:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 13:15:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 13:20:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 13:25:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 13:30:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 13:35:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 13:40:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 13:45:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
2026-06-07 13:50:00+00:00,0.3,0.32,0.31,0.020000000000000018,-17.622141,2.71629974,-2.7465639699999995
