DATE,USD1MTD156N
2019-04-04,2.4735
2019-04-05,2.47163
2019-04-08,2.48125
2019-04-09,2.484
2019-04-10,2.482
2019-04-11,2.47263
2019-04-12,2.47738
2019-04-15,2.47388
2019-04-16,2.47975
2019-04-17,2.48738
2019-04-18,2.48088
2019-04-19,.
2019-04-22,.
2019-04-23,2.47663
2019-04-24,2.48338
2019-04-25,2.4785
2019-04-26,2.48313
2019-04-29,2.48588
2019-04-30,2.4805
2019-05-01,2.48325
2019-05-02,2.46713
2019-05-03,2.46663
2019-05-06,.
2019-05-07,2.46275
2019-05-08,2.45138
2019-05-09,2.45338
2019-05-10,2.449
2019-05-13,2.43963
2019-05-14,2.43763
2019-05-15,2.43238
2019-05-16,2.44063
2019-05-17,2.44188
2019-05-20,2.436
2019-05-21,2.42963
2019-05-22,2.437
2019-05-23,2.42975
2019-05-24,2.42813
2019-05-27,.
2019-05-28,2.42938
2019-05-29,2.4385
2019-05-30,2.44
2019-05-31,2.4305
2019-06-03,2.42988
2019-06-04,2.42088
2019-06-05,2.4185
2019-06-06,2.41163
2019-06-07,2.41213
2019-06-10,2.41338
2019-06-11,2.41063
2019-06-12,2.40113
2019-06-13,2.39425
2019-06-14,2.38175
2019-06-17,2.39025
2019-06-18,2.38288
2019-06-19,2.38338
2019-06-20,2.40363
2019-06-21,2.40438
2019-06-24,2.40175
2019-06-25,2.40413
2019-06-26,2.40238
2019-06-27,2.40238
2019-06-28,2.398
2019-07-01,2.38775
2019-07-02,2.3795
2019-07-03,2.36
2019-07-04,2.36413
2019-07-05,2.3665
2019-07-08,2.37938
2019-07-09,2.36863
2019-07-10,2.36913
2019-07-11,2.325
2019-07-12,2.332
2019-07-15,2.31413
2019-07-16,2.30038
2019-07-17,2.29788
2019-07-18,2.2715
2019-07-19,2.26113
2019-07-22,2.26913
2019-07-23,2.266
2019-07-24,2.26175
2019-07-25,2.24113
2019-07-26,2.237
2019-07-29,2.23438
2019-07-30,2.22975
2019-07-31,2.22425
2019-08-01,2.24413
2019-08-02,2.2285
2019-08-05,2.223
2019-08-06,2.21275
2019-08-07,2.21125
2019-08-08,2.20088
2019-08-09,2.19425
2019-08-12,2.19525
2019-08-13,2.19513
2019-08-14,2.19738
2019-08-15,2.182
2019-08-16,2.17213
2019-08-19,2.16863
2019-08-20,2.17
2019-08-21,2.16663
2019-08-22,2.14525
2019-08-23,2.1395
2019-08-26,.
2019-08-27,2.11588
2019-08-28,2.112
2019-08-29,2.10025
2019-08-30,2.089
2019-09-02,2.08188
2019-09-03,2.06688
2019-09-04,2.05725
2019-09-05,2.04213
2019-09-06,2.049
2019-09-09,2.0495
2019-09-10,2.03863
2019-09-11,2.03588
2019-09-12,2.0275
2019-09-13,2.02475
2019-09-16,2.04088
